pushup_pose,pose_world_landmarks
0,"[-8.46055746e-02 -2.74704024e-02 -7.07720637e-01  9.99808133e-01
 -6.33469075e-02 -5.33508621e-02 -7.42162824e-01  9.99753058e-01
 -6.13928214e-02 -4.73259762e-02 -7.33356416e-01  9.99728858e-01
 -6.37588799e-02 -5.15731871e-02 -7.32830405e-01  9.99824464e-01
 -9.38147455e-02 -6.25533760e-02 -7.39562154e-01  9.99666452e-01
 -9.24750715e-02 -6.31672442e-02 -7.58367300e-01  9.99665976e-01
 -8.02162290e-02 -4.99039069e-02 -7.35762179e-01  9.99729812e-01
  3.87056917e-03 -1.46132022e-01 -6.93065941e-01  9.99914289e-01
 -1.22191973e-01 -8.30200166e-02 -6.55034959e-01  9.99643803e-01
 -5.91763109e-02 -6.52638152e-02 -6.69907272e-01  9.99637365e-01
 -8.24936852e-02 -3.88944149e-02 -6.79808855e-01  9.99477327e-01
  9.76888984e-02 -2.11415857e-01 -4.99337465e-01  9.99989986e-01
 -3.00454080e-01 -2.68869460e-01 -4.06677693e-01  9.99966025e-01
  3.16247970e-01 -1.71907112e-01 -4.48608190e-01  9.99568284e-01
 -4.86844182e-01 -9.45670158e-02 -3.44264537e-01  8.51138830e-01
  3.71195346e-01  7.81318098e-02 -4.03097570e-01  9.99667764e-01
 -5.18263459e-01  8.84952694e-02 -3.96745652e-01  9.55125332e-01
  3.60181630e-01  9.71138030e-02 -4.22486901e-01  9.98874962e-01
 -5.57512879e-01  8.22349340e-02 -4.57060605e-01  9.24589276e-01
  2.97486365e-01  1.25108272e-01 -4.41109389e-01  9.99267876e-01
 -5.14075398e-01  4.99969274e-02 -4.62611318e-01  9.54127312e-01
  3.59083295e-01  1.07127294e-01 -4.07680511e-01  9.98434126e-01
 -5.06531835e-01  8.93981904e-02 -4.05706704e-01  9.32459831e-01
  8.50696489e-02 -1.16870925e-03 -2.01240357e-04  9.97528374e-01
 -8.56201351e-02 -2.27428973e-03 -1.45910576e-03  9.97165024e-01
  1.85553044e-01  1.21126145e-01  3.56395870e-01  9.99251474e-03
  4.81771193e-02  2.16481332e-02  3.55459481e-01  3.55895772e-03
  2.49543250e-01  9.68871415e-02  7.39246368e-01  8.93190410e-03
  1.35639518e-01  1.11673281e-01  7.80157626e-01  1.80444564e-03
  2.42878407e-01  1.06486291e-01  7.86567152e-01  3.07669118e-02
  1.34755403e-01  1.24258988e-01  7.86477625e-01  6.99007278e-03
  2.03287363e-01  1.80671751e-01  7.93008208e-01  4.55722101e-02
  1.02698170e-01  1.44587636e-01  7.76407242e-01  1.20692290e-02]"
0,"[-0.66040009  0.17954272 -0.06791238  0.99965334 -0.67148429  0.14125234
 -0.09890223  0.99960083 -0.66971439  0.13910359 -0.08856674  0.99963415
 -0.67157573  0.14029954 -0.09042311  0.99969614 -0.68732214  0.12693179
 -0.07999711  0.99970263 -0.68624896  0.12532556 -0.09156494  0.99974352
 -0.67297298  0.11746481 -0.07087543  0.99979407 -0.60954976  0.02398893
 -0.17329486  0.99975711 -0.59784126  0.0061125  -0.00292     0.9996736
 -0.62498486  0.13070863 -0.0734435   0.99955457 -0.59965509  0.12325656
 -0.05515007  0.99932766 -0.45189142 -0.02068327 -0.17373598  0.99995995
 -0.51114988 -0.08206134  0.19778512  0.99965394 -0.28494525 -0.04557949
 -0.35411578  0.9968617  -0.28565237 -0.12957096  0.2991741   0.10552674
 -0.29683021  0.129145   -0.3931289   0.96798962 -0.33263341  0.11181937
  0.37588647  0.0221895  -0.36372152  0.16018973 -0.40407452  0.9428907
 -0.39347008  0.11711808  0.38227463  0.02115683 -0.39195448  0.15457979
 -0.38044855  0.93167055 -0.45888114  0.13080931  0.36878946  0.02064257
 -0.30684885  0.12712801 -0.38568851  0.84285969 -0.36773548  0.13391052
  0.36542583  0.01918472  0.00435893  0.00269942 -0.08659149  0.99960548
 -0.01046132 -0.00553976  0.08514848  0.9991591   0.41437659  0.04642854
 -0.108511    0.43327832  0.33450133  0.03337323  0.09348882  0.00980548
  0.79433739  0.00950552 -0.08564867  0.76194346  0.77768093  0.06852334
  0.14494115  0.04072537  0.83195609  0.03150496 -0.08069273  0.85436958
  0.8141408   0.07893351  0.11082402  0.22921753  0.80039513  0.1490466
 -0.11076736  0.79255372  0.7773084   0.19269097  0.08097559  0.11609767]"
0,"[-0.57299125  0.34037158 -0.35945523  0.99992585 -0.57354569  0.29773515
 -0.39797741  0.99993658 -0.57133776  0.29635796 -0.38435307  0.99989259
 -0.57404226  0.2983785  -0.38575119  0.99993098 -0.60713112  0.28715551
 -0.37952638  0.99995768 -0.60527354  0.28325993 -0.39395204  0.9999516
 -0.59382021  0.27457407 -0.37047738  0.99997365 -0.47208184  0.17646511
 -0.4508273   0.99992967 -0.51642895  0.15882492 -0.31665239  0.99994922
 -0.5323506   0.29779381 -0.36165041  0.99990928 -0.52534461  0.28408873
 -0.35290134  0.99991441 -0.24441646  0.13688204 -0.32512555  0.9997614
 -0.56938195 -0.02692138 -0.11406264  0.99985111 -0.04981128  0.09182981
 -0.29730567  0.96753246 -0.4841609  -0.17057708  0.02512298  0.03599439
 -0.10580644  0.26998174 -0.15060842  0.52180195 -0.49029878  0.05094525
  0.13703731  0.00532573 -0.15205112  0.3353588  -0.13441031  0.40782559
 -0.54296231  0.06262665  0.12896761  0.00782746 -0.1901868   0.31621897
 -0.13135301  0.39135396 -0.54824185  0.07512922  0.12246675  0.00726855
 -0.11786874  0.26419604 -0.14392222  0.25435776 -0.49361932  0.07546029
  0.13110515  0.0067871   0.06473016  0.05066279 -0.05191246  0.99980539
 -0.07038649 -0.0530431   0.05064929  0.99974531  0.47058439 -0.02126182
  0.07679608  0.58983493  0.22797249 -0.14181261  0.22196174  0.00804516
  0.75315756 -0.12797338  0.26583263  0.77208245  0.59225404 -0.20770064
  0.44653299  0.04731622  0.78017527 -0.10921425  0.28915948  0.80075586
  0.62406647 -0.19963241  0.43217933  0.13732769  0.74876356  0.01090021
  0.30808225  0.61706918  0.54446054 -0.07023057  0.45547202  0.07070506]"
0,"[-0.02134172 -0.17742722 -0.76308942  0.99995279 -0.00534837 -0.202232
 -0.77843833  0.99991632 -0.00793352 -0.19784756 -0.76623625  0.99984634
 -0.00743129 -0.20004773 -0.76907307  0.99990904 -0.03289556 -0.21486516
 -0.78489     0.99995375 -0.03288643 -0.21229286 -0.80061769  0.99994087
 -0.02671163 -0.19564646 -0.77818841  0.99996638  0.0793204  -0.25384659
 -0.677131    0.9999156  -0.08467573 -0.20091017 -0.65918249  0.99993324
  0.0213757  -0.19098748 -0.70675242  0.99983668 -0.0190242  -0.16120242
 -0.72228044  0.99986529  0.2036496  -0.26410061 -0.46060506  0.99996459
 -0.16751172 -0.31241974 -0.40962842  0.99997342  0.4095141  -0.22149283
 -0.34820703  0.97685117 -0.38284722 -0.21004447 -0.36330166  0.98786074
  0.44529432  0.03224867 -0.22901261  0.89809233 -0.45012328  0.00308821
 -0.37343025  0.97506487  0.45075163  0.03530083 -0.21959528  0.78053588
 -0.46419594  0.01343759 -0.42711204  0.91536099  0.39665094  0.06887159
 -0.24039425  0.83412355 -0.40173844  0.00267442 -0.43176642  0.93742716
  0.43424752  0.06834675 -0.22900395  0.78830004 -0.43206844  0.0132981
 -0.38680944  0.9062742   0.10205015 -0.00485885  0.02818912  0.99980265
 -0.1021103   0.00213566 -0.02876727  0.99989426  0.15756372  0.17199342
  0.34737912  0.08134118 -0.0983732   0.07745741  0.33574817  0.11534434
  0.18738919  0.22306371  0.75749451  0.09689052 -0.09524683  0.19929656
  0.75677544  0.1124182   0.17180994  0.23009159  0.80862814  0.06372827
 -0.09584026  0.20722479  0.76643401  0.07819745  0.15091482  0.29999077
  0.80391663  0.17819333 -0.09840101  0.266978    0.7434848   0.18229674]"
1,"[-0.6069504  -0.20164797 -0.09847488  0.99974793 -0.60497624 -0.23432586
 -0.13382694  0.99938595 -0.6049391  -0.23437938 -0.12111051  0.99945408
 -0.60533971 -0.23426703 -0.12431077  0.99948633 -0.61390954 -0.25071919
 -0.11454367  0.99966085 -0.61182255 -0.25097889 -0.12657276  0.99977964
 -0.59796876 -0.24899854 -0.10669162  0.99984217 -0.52179927 -0.30303851
 -0.19276103  0.9995259  -0.49491096 -0.29911798 -0.04509176  0.99969316
 -0.56407392 -0.23028168 -0.1029153   0.99879611 -0.53544974 -0.22067025
 -0.08897657  0.9989832  -0.38620335 -0.22300789 -0.17819826  0.99987924
 -0.42273784 -0.29205552  0.18563554  0.99950433 -0.39186507 -0.01757498
 -0.23905207  0.92416269 -0.37060535 -0.01125765  0.19592382  0.01010531
 -0.46435523  0.21125892 -0.13778469  0.90419418 -0.45138675  0.22948702
  0.14104874  0.07811759 -0.52481079  0.24085455 -0.13785368  0.9089272
 -0.48579741  0.21593721  0.12114615  0.12173595 -0.54775435  0.23773345
 -0.11480666  0.90437841 -0.51123285  0.19366132  0.09626016  0.12579431
 -0.467087    0.21751854 -0.12604482  0.82310903 -0.47310871  0.23143537
  0.12203377  0.11477181 -0.00453593  0.01245891 -0.07550234  0.99973816
  0.00234071 -0.01590991  0.0763453   0.99960095  0.30075574  0.28201592
 -0.07230123  0.60363567  0.25161546  0.20741515  0.16644259  0.00907884
  0.59500122  0.46503937 -0.00309415  0.7868669   0.55250317  0.47323281
  0.31550807  0.03870453  0.60816973  0.50383317  0.00735684  0.77037627
  0.57140607  0.50241923  0.28961986  0.11021478  0.49466562  0.57153761
 -0.02826189  0.80589968  0.47057688  0.54832995  0.27331278  0.1206914 ]"
0,"[-0.49155036  0.10504647 -0.50001264  0.9999727  -0.50267553  0.06906645
 -0.51443648  0.99997425 -0.499176    0.06957094 -0.50184268  0.99996865
 -0.50138652  0.06949772 -0.50188822  0.99997294 -0.5318625   0.08487441
 -0.50808865  0.99997914 -0.52725017  0.08347863 -0.52153045  0.99997747
 -0.51283616  0.07758221 -0.49936885  0.99998152 -0.4796823  -0.03866044
 -0.44744283  0.9999783  -0.49960604  0.08170502 -0.37486836  0.99995947
 -0.47462121  0.06309006 -0.4600057   0.99981982 -0.46206963  0.09036899
 -0.46344796  0.99975652 -0.3146292  -0.09163764 -0.32224715  0.99989927
 -0.55738395  0.01833087 -0.09343147  0.99977487 -0.11430678 -0.12665324
 -0.31508192  0.97564822 -0.31455076  0.0197228   0.04529703  0.00532713
 -0.13513941  0.08213593 -0.17290184  0.6949271  -0.27776417  0.22720559
  0.10203757  0.03295852 -0.17517802  0.15466502 -0.15262082  0.58983147
 -0.31983081  0.24447224  0.08217527  0.06012735 -0.21783064  0.15365352
 -0.15264088  0.60528892 -0.34505993  0.24809547  0.07070864  0.06255839
 -0.14803128  0.08656709 -0.16414736  0.51934618 -0.29024345  0.2482526
  0.09202375  0.05561259  0.05881254 -0.01680838 -0.05770198  0.99912411
 -0.0625271   0.01368083  0.05665092  0.99846649  0.41665816  0.06214728
  0.04698245  0.82375222  0.18997212 -0.00393741  0.21347639  0.05964225
  0.69752091  0.03695249  0.24792315  0.87826467  0.48150271  0.03186791
  0.48724145  0.11874724  0.72681165  0.05854775  0.271631    0.84292406
  0.50421369  0.04712684  0.47816405  0.27719793  0.72742236  0.18166329
  0.271175    0.88198805  0.44915339  0.15571789  0.49823919  0.26477897]"
0,"[ 6.46750927e-01  3.48717719e-02 -3.80005389e-01  9.99976754e-01
  6.46489918e-01 -4.42072749e-04 -3.86037022e-01  9.99975085e-01
  6.43764198e-01 -5.39004803e-04 -3.72975975e-01  9.99969840e-01
  6.44639969e-01 -9.90048051e-04 -3.77432883e-01  9.99979377e-01
  6.50850475e-01  7.60526955e-03 -4.20238882e-01  9.99985814e-01
  6.45773590e-01  9.53710079e-03 -4.33979392e-01  9.99986410e-01
  6.38009429e-01  1.61246806e-02 -4.10952896e-01  9.99991536e-01
  5.82432508e-01 -5.02233133e-02 -3.34026784e-01  9.99983549e-01
  4.78473127e-01 -1.30998492e-02 -4.28720087e-01  9.99977469e-01
  6.23857498e-01  3.71556729e-02 -3.39041620e-01  9.99961734e-01
  5.76799214e-01  5.38099408e-02 -3.94439012e-01  9.99964356e-01
  4.76121217e-01 -1.43607602e-01 -1.64789170e-01  9.99963164e-01
  3.69495958e-01  4.81469259e-02 -2.76506275e-01  9.99979138e-01
  4.47118998e-01 -1.87140882e-01  1.72278285e-02  2.70190518e-02
  8.53993148e-02  8.12114030e-02 -2.37336412e-01  9.93467629e-01
  5.33644378e-01 -4.68447357e-02  2.19275340e-01  8.63006487e-02
  1.65114611e-01  1.72153711e-01 -1.56313688e-01  9.91669774e-01
  5.87742388e-01 -6.48147389e-02  2.50674337e-01  1.84186667e-01
  2.19729006e-01  2.12833524e-01 -2.22170070e-01  9.86076057e-01
  5.65001905e-01 -3.54970694e-02  2.32402205e-01  2.01729327e-01
  2.93504447e-01  2.05091476e-01 -2.04471394e-01  9.85628724e-01
  5.19555449e-01 -1.42912120e-02  2.18546405e-01  2.01926380e-01
  2.04966024e-01  1.70311570e-01 -1.59455448e-01  9.68810201e-01
  3.26110199e-02 -5.36147580e-02  1.05118342e-01  9.99953151e-01
 -2.67993305e-02  5.32886460e-02 -1.04052968e-01  9.99983191e-01
 -2.86417127e-01  2.81768292e-02  3.22419614e-01  9.00660679e-02
 -3.05334568e-01  1.23846285e-01  1.05160736e-01  9.11127925e-01
 -5.66313863e-01  5.29039353e-02  5.53309977e-01  2.39874527e-01
 -6.60876036e-01  1.37021571e-01  3.38648021e-01  9.35732484e-01
 -5.99003494e-01  3.76167744e-02  5.92250526e-01  3.78503352e-01
 -6.83557153e-01  1.43416822e-01  3.28460395e-01  8.54462147e-01
 -5.59827924e-01  1.01842180e-01  6.55222595e-01  4.07202661e-01
 -6.16975844e-01  2.43901342e-01  3.46165031e-01  8.78501952e-01]"
1,"[-0.04540557 -0.18753019 -0.7834574   0.99905473 -0.02048031 -0.20799649
 -0.79854077  0.99838209 -0.02379127 -0.2018321  -0.78362834  0.99782431
 -0.02422346 -0.20568249 -0.78892422  0.99841738 -0.04648525 -0.2181593
 -0.79750842  0.99905092 -0.04069496 -0.21909149 -0.81769669  0.99905723
 -0.04249022 -0.20119567 -0.79399669  0.99921727  0.06439052 -0.22200257
 -0.7008068   0.99965012 -0.10438505 -0.19589581 -0.66932923  0.99944752
 -0.001892   -0.18460636 -0.73022282  0.99890101 -0.04380856 -0.1590459
 -0.74779749  0.99892575  0.2138993  -0.20306379 -0.51094401  0.99998724
 -0.17126296 -0.28463373 -0.44240898  0.99992502  0.38653916 -0.04746776
 -0.53917092  0.99905866 -0.33217835 -0.02951054 -0.52692389  0.9979651
  0.42652398  0.18134427 -0.51047677  0.99204481 -0.43188995  0.19343433
 -0.59556252  0.98065048  0.44815487  0.18285887 -0.53330421  0.97620922
 -0.43072817  0.20225951 -0.66068864  0.94700378  0.38459516  0.19735654
 -0.55754256  0.97992057 -0.35630718  0.20270205 -0.67324436  0.94795412
  0.41100007  0.21982402 -0.52061981  0.96422797 -0.41007179  0.21024516
 -0.61834002  0.91833568  0.10463566  0.01569825  0.00984813  0.99998164
 -0.10696478 -0.01755437 -0.01327605  0.99997973  0.08929576  0.25181198
  0.31529024  0.60945189 -0.12786569  0.10567717  0.36277777  0.33136109
  0.11867598  0.33779782  0.69981426  0.21976246 -0.22937952  0.23308779
  0.7354871   0.18807162  0.10504232  0.35009927  0.74974728  0.04392867
 -0.24679038  0.24238189  0.73571151  0.03067239  0.09715845  0.43542954
  0.72065169  0.47200719 -0.26394176  0.28789595  0.68584836  0.43945736]"
1,"[-0.66262603  0.07741779 -0.29942337  0.99986386 -0.65784502  0.03186203
 -0.33726403  0.99970955 -0.65764111  0.03476994 -0.32356355  0.99979907
 -0.65884924  0.0341661  -0.32477218  0.99976069 -0.68052363  0.02435106
 -0.31391689  0.99982506 -0.67932075  0.02080649 -0.33033922  0.99990666
 -0.66474599  0.01683354 -0.3073312   0.99991679 -0.56142032 -0.06805815
 -0.40232185  0.99987197 -0.56034005 -0.07124229 -0.2419682   0.99991274
 -0.61722708  0.0401739  -0.30798787  0.99979562 -0.59864122  0.03462205
 -0.29248148  0.99984396 -0.34378341 -0.03864421 -0.35530433  0.99983478
 -0.55635029 -0.11051804 -0.00597487  0.99985516 -0.30641609  0.21527158
 -0.38901746  0.99166405 -0.51286244  0.10118847  0.04549372  0.12220211
 -0.33021164  0.41319922 -0.31594607  0.99588984 -0.56664395  0.34362486
 -0.00204596  0.89876688 -0.37000996  0.46076396 -0.33081362  0.99703586
 -0.62880224  0.344385   -0.03905188  0.95369124 -0.40338761  0.4436186
 -0.31159946  0.9971903  -0.63740838  0.32819209 -0.06923391  0.95826143
 -0.33564654  0.41132587 -0.30910623  0.99275088 -0.57791972  0.3550581
 -0.02339812  0.95396131  0.04203232  0.01194803 -0.07611934  0.9996829
 -0.04815305 -0.01537131  0.07472958  0.99961662  0.39960849  0.11894728
  0.075257    0.82354301  0.25780538  0.01328773  0.25702408  0.03507934
  0.72759426  0.17860681  0.26252934  0.96310413  0.60841274  0.11384538
  0.49626616  0.21134335  0.75449735  0.21435444  0.28405365  0.94470495
  0.63272923  0.13418186  0.48029816  0.38821036  0.68967998  0.33258003
  0.26612768  0.96235114  0.53993219  0.23078381  0.47380054  0.51646912]"
1,"[-0.65979123  0.03054922 -0.21373123  0.99839991 -0.66234493 -0.01276767
 -0.24534823  0.9974612  -0.66297191 -0.01069759 -0.23166075  0.99809998
 -0.6635403  -0.0109904  -0.23460442  0.99795783 -0.68458748 -0.02313362
 -0.22835208  0.99827445 -0.6827215  -0.02517403 -0.24313851  0.99897718
 -0.66818726 -0.0278698  -0.22154231  0.99918836 -0.58294666 -0.1151719
 -0.2912783   0.99928683 -0.59204936 -0.10878461 -0.15417065  0.99947363
 -0.61802328 -0.00771903 -0.2143473   0.9982565  -0.60099691 -0.00830046
 -0.20582266  0.99855596 -0.38590693 -0.08781399 -0.25220549  0.9991591
 -0.55257916 -0.09139176  0.06934007  0.99812311 -0.37182891  0.18803649
 -0.29524344  0.98613214 -0.46669409  0.15694201  0.09220111  0.27667868
 -0.4201076   0.40550599 -0.22844474  0.99615663 -0.51019287  0.4022907
  0.05114297  0.72389615 -0.47243133  0.44637167 -0.23657943  0.99639279
 -0.56535465  0.40248281  0.02672089  0.79389143 -0.4959828   0.42600197
 -0.21847589  0.99631399 -0.59045833  0.38868093 -0.00239976  0.81263286
 -0.42388603  0.40297389 -0.22392322  0.99205506 -0.53051358  0.41353035
  0.03259296  0.78864235  0.03404356 -0.01395106 -0.06665201  0.99904782
 -0.03868434  0.01189611  0.06628414  0.99797601  0.42601928  0.12359037
 -0.02920515  0.90064174  0.19492301  0.16625518  0.19766213  0.02415694
  0.76173848  0.1977372   0.08029141  0.95414478  0.48040697  0.19294521
  0.41893321  0.02499057  0.78869265  0.23438239  0.09588274  0.94796181
  0.50033671  0.19899148  0.39993906  0.09876026  0.76214397  0.34910029
  0.06560706  0.95074385  0.46763453  0.25607517  0.41180584  0.10932028]"
1,"[ 5.36238849e-01 -2.19222546e-01 -1.78025484e-01  9.99829054e-01
  5.48034966e-01 -2.53199428e-01 -1.71154961e-01  9.99409795e-01
  5.48389792e-01 -2.51761138e-01 -1.60599247e-01  9.99605834e-01
  5.49330235e-01 -2.52243280e-01 -1.65057987e-01  9.99614954e-01
  5.52506268e-01 -2.53189921e-01 -2.14374870e-01  9.99637485e-01
  5.53340077e-01 -2.50610799e-01 -2.27134258e-01  9.99851823e-01
  5.47469676e-01 -2.40276694e-01 -2.04911798e-01  9.99817073e-01
  4.98877645e-01 -3.23430389e-01 -9.27890241e-02  9.99780238e-01
  4.29464191e-01 -2.98514247e-01 -2.34894723e-01  9.99788463e-01
  5.23392916e-01 -2.28742227e-01 -1.33823097e-01  9.99587715e-01
  4.83386129e-01 -2.11283863e-01 -2.02605277e-01  9.99649048e-01
  3.63343000e-01 -2.23790407e-01  7.63068870e-02  9.99967575e-01
  3.91060591e-01 -2.80703038e-01 -1.68778405e-01  9.99979854e-01
  3.55006814e-01  3.58505547e-03  1.05033860e-01  3.68215472e-01
  2.98824757e-01 -3.15989479e-02 -2.55254835e-01  9.97653425e-01
  3.76223445e-01  2.65779763e-01  1.28298819e-01  4.47722524e-01
  3.12308908e-01  1.85208529e-01 -2.66536325e-01  9.97567654e-01
  4.34386849e-01  2.60415465e-01  1.53753147e-01  4.79413420e-01
  3.76506686e-01  2.05073744e-01 -3.39147687e-01  9.96482372e-01
  4.38798845e-01  2.58941174e-01  1.22226074e-01  5.08693933e-01
  4.43008751e-01  1.89736247e-01 -3.04374456e-01  9.96161461e-01
  3.80335212e-01  2.90483147e-01  1.14744723e-01  5.04018068e-01
  3.45901579e-01  1.86373308e-01 -2.62338072e-01  9.89917696e-01
  6.75908336e-03  9.68446769e-03  1.12515643e-01  9.99912858e-01
 -1.26752071e-04 -1.17635801e-02 -1.11369900e-01  9.99969482e-01
 -3.57444972e-01  2.10719228e-01  1.84672892e-01  3.69954407e-01
 -3.20671558e-01  1.78804949e-01 -8.20655376e-02  9.96190906e-01
 -6.25692844e-01  4.05980557e-01  3.43026936e-01  8.68321896e-01
 -6.96807563e-01  3.27496886e-01  4.20118216e-03  9.98790085e-01
 -6.62579894e-01  4.15453881e-01  3.68364334e-01  9.35879409e-01
 -7.27157354e-01  3.44398260e-01 -2.37035248e-02  9.94214833e-01
 -6.05419636e-01  4.82668966e-01  3.54637831e-01  9.46211338e-01
 -6.69213653e-01  4.08351690e-01 -1.02027267e-01  9.97036576e-01]"
1,"[-0.24934182  0.43903998 -0.52020228  0.99949348 -0.24054     0.4057458
 -0.55634648  0.99959213 -0.24020416  0.4066385  -0.54241645  0.99944633
 -0.24045128  0.40613219 -0.54297078  0.99956685 -0.27747226  0.40520567
 -0.54677111  0.99970406 -0.27904263  0.40109554 -0.56347251  0.99972278
 -0.27356485  0.38947564 -0.53818738  0.99984241 -0.19101283  0.30499986
 -0.58233154  0.99917525 -0.25041381  0.25429153 -0.49687144  0.99952936
 -0.23103675  0.40089452 -0.51457125  0.99880874 -0.24172416  0.37334257
 -0.51846755  0.99921799 -0.03563143  0.25441271 -0.43377572  0.99836391
 -0.41741374  0.21418905 -0.29385462  0.99963689  0.11795397  0.44138175
 -0.38919777  0.9708572  -0.481424    0.27476081 -0.15391135  0.78051198
  0.11864856  0.62161672 -0.30794248  0.96837157 -0.47525948  0.51076531
 -0.09192125  0.95111597  0.12343663  0.70177901 -0.30372715  0.95672643
 -0.5343222   0.55923891 -0.13427293  0.93746108  0.08276808  0.68473279
 -0.31565738  0.96125299 -0.53369844  0.57411981 -0.14957827  0.94305235
  0.10855892  0.61196816 -0.30657503  0.91666704 -0.47151518  0.53421068
 -0.10381128  0.8997286   0.09125092  0.02684217 -0.02498397  0.99986744
 -0.09622717 -0.02427083  0.02496086  0.99992347  0.21426243 -0.11124203
  0.32006332  0.1599663   0.03549622 -0.15284726  0.38381457  0.03491604
  0.30234653 -0.2696498   0.64151806  0.55939615  0.19625708 -0.31495842
  0.71499985  0.15456089  0.3247532  -0.26537234  0.68381834  0.63243526
  0.21419631 -0.31913123  0.72049516  0.24207714  0.32916155 -0.17612317
  0.7347734   0.38125518  0.20001177 -0.21094508  0.76409298  0.13656096]"
1,"[-3.91079456e-01 -1.70234695e-01 -6.60029173e-01  9.99959707e-01
 -3.65070879e-01 -2.15924129e-01 -6.58342123e-01  9.99938846e-01
 -3.60593826e-01 -2.09499478e-01 -6.45062804e-01  9.99928951e-01
 -3.63238931e-01 -2.14378595e-01 -6.46602333e-01  9.99927998e-01
 -3.98744524e-01 -2.20865667e-01 -6.53271854e-01  9.99950409e-01
 -3.97734344e-01 -2.22321793e-01 -6.73362434e-01  9.99956131e-01
 -3.82681876e-01 -2.15723753e-01 -6.48163915e-01  9.99969721e-01
 -2.34465778e-01 -2.52719522e-01 -5.91477156e-01  9.99941349e-01
 -3.55141759e-01 -1.88360006e-01 -5.18039227e-01  9.99966979e-01
 -3.38447154e-01 -1.72589004e-01 -6.28097832e-01  9.99893308e-01
 -3.54140460e-01 -1.52350664e-01 -6.31877303e-01  9.99942183e-01
 -4.95496131e-02 -1.25525743e-01 -4.84751433e-01  9.99802411e-01
 -3.99574578e-01 -1.99242443e-01 -2.78413117e-01  9.99961853e-01
 -5.70268184e-03  1.43398404e-01 -5.00983238e-01  9.96320724e-01
 -3.72697115e-01  6.42120838e-02 -2.38018751e-01  8.11217248e-01
  1.37174428e-02  3.78688753e-01 -4.28763121e-01  9.96108949e-01
 -4.55045134e-01  2.93118089e-01 -2.50267357e-01  8.86539638e-01
  1.18595511e-02  4.30619001e-01 -4.54659075e-01  9.90982592e-01
 -4.85137224e-01  3.02016735e-01 -3.02152991e-01  8.35686445e-01
 -2.42403001e-02  4.49005514e-01 -4.66533542e-01  9.91941452e-01
 -4.63565171e-01  2.70966500e-01 -3.19841713e-01  8.74704540e-01
  1.68817192e-02  4.05420661e-01 -4.37039882e-01  9.84352648e-01
 -4.49760735e-01  2.98666179e-01 -2.67575055e-01  8.53556931e-01
  7.89078623e-02  4.70615923e-05 -4.36325260e-02  9.99961853e-01
 -7.93704018e-02 -1.98603049e-03  4.12556529e-02  9.99974489e-01
  3.41112852e-01  9.53431800e-02  2.58533180e-01  6.13675594e-01
  1.26104444e-01  4.71123531e-02  3.38214815e-01  1.15473256e-01
  5.07304490e-01  1.16668567e-01  6.05320930e-01  8.71862829e-01
  3.36339116e-01  1.32592291e-01  7.22304106e-01  3.62572759e-01
  5.15120089e-01  1.40933588e-01  6.42578185e-01  7.27250040e-01
  3.51433396e-01  1.49478614e-01  7.20610201e-01  4.38915342e-01
  4.95750636e-01  2.55386889e-01  6.19764984e-01  8.99327993e-01
  3.02262306e-01  2.25656003e-01  6.93974197e-01  6.06618643e-01]"
